,Memory,GPU,CPU,Duration
0,6.449974606399188,29.56440234818214,16.231133521856172,90.94827586206897
1,1.76,173.44632768361583,45.44217687074829,64.85355648535564
2,45.934530095036955,90.55757256066276,69.48877785775464,38.125
3,97.79083713120652,68.40134857364365,14.603682054203611,96.72514619883042
4,4.756980351602896,9.448082319925138,5.031710386693977,69.89247311827957
5,27.46817538896747,52.93613576145013,52.778284712641046,98.83717570925059
6,101.8991964937911,60.2635145373576,65.47973031346704,81.45571313888146
7,0.7008086253369272,55.914659907055345,6.132122858259061,85.90604026845638
8,25.4552812626467,28.133895336106846,17.75553473110077,98.22335025380711
9,1.1802575107296138,3612.928348909658,1747.6367745795387,91.76470588235294
10,40.375825292026406,92.58445992216873,72.4801956950694,17.793594306049823
11,15.967153284671534,28.535971157852764,16.9832006669484,95.25959367945825
12,3.912363067292645,2.9928610653487087,6.547493443463076,48.148148148148145
13,47.80748663101605,88.32213604216395,60.3860716943722,535.7798165137615
14,3.0015797788309637,16.754385964912284,16.654786105904186,50.29585798816568
15,45.397159389794844,92.82574799388317,63.5206317534468,177.2
16,45.934530095036955,92.70933216480127,70.44879210829727,154.77941176470588
17,13.642756680731363,28.558326167956427,17.325264172519432,95.94594594594594
18,101.75182481751825,76.53073143782383,76.25554855872656,94.97716894977168
19,46.1660497091486,92.84456382195752,68.41595600027911,105.02958579881656
20,4.244482173174872,14016.666666666668,145.50341875880787,21.73913043478261
21,1.9691325172964342,258.51851851851853,102.31523830552314,12.0
22,19.63350785340314,14.530395374277214,25.588240802592072,92.55978742249779
23,2.7968337730870716,3.418803418803425,7.563598003813852,57.57575757575758
24,3.7114479874542603,2.271526677231913,4.975727194253721,50.588235294117645
25,2.332979851537646,252.42718446601944,24.664723032069965,82.6086956521739
26,2.7455121436114043,12.037037037037043,18.75278771302335,71.90635451505017
27,36.83168316831683,93.88558357646119,72.76809995465986,25.723472668810288
28,3.0015797788309637,4.885736800630427,1.1248358992720169,50.29585798816568
29,41.09239407861154,80.61698642971217,23.798839181809516,56.87616677037959
30,2.4364406779661016,12.933333333333335,24.180901338543187,50.0
31,15.697940503432495,27.443840579710145,16.12046945691915,95.75113808801214
32,46.47588765235824,92.88272196652595,55.065705268059936,398.5611510791367
33,13.48050728041334,28.07498856881572,16.057312783144255,98.39725243274185
34,80.76641954683095,706.2942443828871,87.75155810109314,96.11829944547135
35,3.610675039246468,14.379580490270383,3.8157948550161502,69.67509025270758
36,34.89507076622743,94.85050915850256,72.94764407672474,50.78125
37,45.473684210526315,92.49535480939095,70.01434715314207,157.62081784386618
38,29.643527204502814,91.45550858734036,73.9061712036169,76.54028436018957
39,62.111436950146626,2880.9017085415444,8.473650959970106,169.6498054474708
40,5.683563748079877,18.708010335917294,11.159251266680158,78.29457364341084
41,51.61821173889194,91.53243699470994,69.17594491941395,148.38709677419354
42,37.37574552683897,92.24172487655468,72.52162341617863,44.47115384615385
43,4.70770822555613,17.33063895304081,11.032710956723115,98.96065330363771
